id,source_id,drug_id,name,url,type,n_reviews,manufacturer_id
71,2,DB00022,"PegIntron Redipen 80 mcg/0.5 mL subcutaneous kit",https://www.webmd.com/drugs/2/drug-78555-3327/pegintron-redipen-pen-injector-kit/details,RX,9,NULL
72,2,DB00741,"Pediaderm AF 100,000 unit/gram topical cream",https://www.webmd.com/drugs/2/drug-154747-612/pediaderm-af-cream/details,RX,1,NULL
73,2,DB00586,"Pennsaid Solution in Metered-dose Pump",https://www.webmd.com/drugs/2/drug-153886-1586/pennsaid-solution-in-metered-dose-pump/details,RX,66,NULL
74,2,DB00586,"Pennsaid Drops",https://www.webmd.com/drugs/2/drug-153886-427/pennsaid-drops/details,RX,66,NULL
75,2,DB00715,Pexeva,https://www.webmd.com/drugs/2/drug-78102-1095/pexeva/details,RX,65,NULL
76,2,DB00983,"Perforomist Vial for Nebulizer",https://www.webmd.com/drugs/2/drug-148979-998/perforomist-vial-for-nebulizer/details,RX,10,NULL
77,2,DB01053,"Permapen Syringe",https://www.webmd.com/drugs/2/drug-9405-2240/permapen-syringe/details,RX,0,NULL
78,2,DB01017,"Dynacin capsule",https://www.webmd.com/drugs/2/drug-9151-8073/dynacin-capsule/details,RX,5,NULL
79,2,DB00384,Dyrenium,https://www.webmd.com/drugs/2/drug-9152-78/dyrenium/details,RX,7,NULL
80,2,DB00706,Flomax,https://www.webmd.com/drugs/2/drug-4154-4060/flomax/details,RX,603,NULL
81,2,DB00324,"Fluor-Op Drops, Suspension",https://www.webmd.com/drugs/2/drug-12393-185/fluor-op-drops-suspension/details,RX,0,NULL
82,2,DB00324,"Flarex Suspension, Drops (Final Dose Form)",https://www.webmd.com/drugs/2/drug-9190-185/flarex-suspension-drops-final-dose-form/details,RX,3,NULL
83,2,DB00586,"Flector Patch, Transdermal 12 Hours",https://www.webmd.com/drugs/2/drug-149654-1055/flector-patch-12-hours/details,RX,85,NULL
84,2,DB00544,"Fluoroplex Cream",https://www.webmd.com/drugs/2/drug-3727-5046/fluoroplex-cream/details,RX,10,NULL
85,2,DB00916,"Flagyl RTU Piggyback",https://www.webmd.com/drugs/2/drug-92154-9055/flagyl-rtu-piggyback/details,RX,0,NULL
86,2,DB00916,"Flagyl (as HCl) Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-11079/flagyl-as-hcl-solution-reconstituted-recon-soln/details,RX,6,NULL
87,2,DB00916,"Flagyl ER tablet, extended release",https://www.webmd.com/drugs/2/drug-6446/flagyl-er-tablet/details,RX,14,NULL
88,2,DB00916,Flagyl,https://www.webmd.com/drugs/2/drug-7644-55/flagyl/details,RX,569,NULL
89,2,DB00641,FloLipid,https://www.webmd.com/drugs/2/drug-174002-1092/flolipid/details,RX,0,NULL
90,2,DB00924,"Flexeril tablet",https://www.webmd.com/drugs/2/drug-11372-8087/flexeril-tablet/details,RX,771,NULL
91,2,DB00860,"Flo-Pred 15 mg/5 mL oral suspension",https://www.webmd.com/drugs/2/drug-156314-2333/flo-pred/details,RX,2,NULL
92,2,DB01004,"Zirgan Gel",https://www.webmd.com/drugs/2/drug-153994-1317/zirgan-gel/details,RX,10,NULL
93,2,DB00586,Zipsor,https://www.webmd.com/drugs/2/drug-152752-6186/zipsor/details,RX,57,NULL
94,2,DB00380,"Zinecard Vial",https://www.webmd.com/drugs/2/drug-11479-4187/zinecard-vial/details,RX,0,NULL
95,2,DB01048,Ziagen,https://www.webmd.com/drugs/2/drug-16828-7294/ziagen/details,RX,3,NULL
96,2,DB00459,"Soriatane CK Kit",https://www.webmd.com/drugs/2/drug-148904-8039/soriatane-ck-kit/details,RX,5,NULL
97,2,DB00459,Soriatane,https://www.webmd.com/drugs/2/drug-4719-8039/soriatane/details,RX,53,NULL
98,2,DB00741,"Solu-Cortef Act-O-Vial 1,000 mg/8 mL solution for injection",https://www.webmd.com/drugs/2/drug-178314-8333/solu-cortef-act-o-vial-solution-reconstituted-recon-soln/details,RX,0,NULL
99,2,DB00741,"Solu-Cortef 100 mg solution for injection",https://www.webmd.com/drugs/2/drug-6125-8333/solu-cortef-vial/details,RX,3,NULL
100,2,DB00741,"Solu-Cortef Vial",https://www.webmd.com/drugs/2/drug-154003-8333/solu-cortef-vial/details,RX,0,NULL
101,2,DB00959,"Solu-Medrol 1,000 mg intravenous solution",https://www.webmd.com/drugs/2/drug-152303-4021/solu-medrol-vial/details,RX,44,NULL
102,2,DB00959,"Solu-Medrol (PF) 40 mg/mL solution for injection",https://www.webmd.com/drugs/2/drug-153539-4021/solu-medrol-vial/details,RX,6,NULL
103,2,DB00959,"Solu-Medrol Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-6135-4021/solu-medrol-solution-reconstituted-recon-soln/details,RX,59,NULL
104,2,DB00959,"Solu-Medrol W/Diluent Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-53041-4021/solu-medrol-w-diluent-solution-reconstituted-recon-soln/details,RX,3,NULL
105,2,DB00959,"Solu-Medrol Vial",https://www.webmd.com/drugs/2/drug-153540-4021/solu-medrol-vial/details,RX,6,NULL
106,2,DB00959,"Solu-Medrol Mix-O-Vial Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-53040-4021/solu-medrol-mix-o-vial-solution-reconstituted-recon-soln/details,RX,1,NULL
107,2,DB00959,"Solu-Medrol W/Admin Set Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-53042-4021/solu-medrol-w-admin-set-solution-reconstituted-recon-soln/details,RX,2,NULL
108,2,DB00602,"Soolantra Cream",https://www.webmd.com/drugs/2/drug-167491-1671/soolantra-cream/details,RX,98,NULL
109,2,DB01017,Solodyn,https://www.webmd.com/drugs/2/drug-144253-712/solodyn/details,RX,273,NULL
110,2,DB08934,Sovaldi,https://www.webmd.com/drugs/2/drug-165500-1579/sovaldi/details,RX,20,NULL
111,2,DB00082,"Somavert Vial",https://www.webmd.com/drugs/2/drug-75049-2007/somavert-vial/details,RX,4,NULL
112,2,DB00489,Sotylize,https://www.webmd.com/drugs/2/drug-167753-3013/sotylize/details,RX,0,NULL
113,2,DB00586,"Solaraze Gel",https://www.webmd.com/drugs/2/drug-22224-4289/solaraze-gel/details,RX,33,NULL
114,2,DB00489,Sorine,https://www.webmd.com/drugs/2/drug-20929-3013/sorine/details,RX,0,NULL
115,2,DB00982,"Sotret capsule",https://www.webmd.com/drugs/2/drug-74915-39/sotret-capsule/details,RX,22,NULL
116,2,DB00395,"Soma Compound with Codeine tablet",https://www.webmd.com/drugs/2/drug-3034-3087/soma-compound-with-codeine-tablet/details,RX,17,NULL
117,2,DB00395,Soma,https://www.webmd.com/drugs/2/drug-12153-4087/soma/details,RX,346,NULL
118,2,DB00395,"Soma Compound tablet",https://www.webmd.com/drugs/2/drug-15866-2087/soma-compound-tablet/details,RX,27,NULL
119,2,DB01257,"Soliris Vial",https://www.webmd.com/drugs/2/drug-148001-936/soliris-vial/details,RX,10,NULL
120,2,DB00675,Soltamox,https://www.webmd.com/drugs/2/drug-144685-9136/soltamox/details,RX,2,NULL
121,2,DB00962,Sonata,https://www.webmd.com/drugs/2/drug-17532-6110/sonata/details,RX,104,NULL
122,2,DB00956,"Zohydro ER",https://www.webmd.com/drugs/2/drug-165699-1588/zohydro-er/details,RX,33,NULL
123,2,DB00425,Zolpimist,https://www.webmd.com/drugs/2/drug-155154-1381/zolpimist/details,RX,17,NULL
124,2,DB00641,Zocor,https://www.webmd.com/drugs/2/drug-6040-1092/zocor/details,RX,586,NULL
125,2,DB01590,Zortress,https://www.webmd.com/drugs/2/drug-154060-1319/zortress/details,RX,8,NULL
126,2,DB00909,Zonegran,https://www.webmd.com/drugs/2/drug-18143-2019/zonegran/details,RX,96,NULL
127,2,DB00315,Zomig,https://www.webmd.com/drugs/2/drug-5400-5051/zomig/details,RX,171,NULL
128,2,DB00315,"Zomig ZMT",https://www.webmd.com/drugs/2/drug-20696-2207/zomig-zmt/details,RX,29,NULL
129,2,DB00014,"Zoladex Implant",https://www.webmd.com/drugs/2/drug-7103-162/zoladex-implant/details,RX,41,NULL
130,2,DB00787,Zovirax,https://www.webmd.com/drugs/2/drug-940-9069/zovirax/details,RX,53,NULL
131,2,DB00787,"Zovirax Ointment",https://www.webmd.com/drugs/2/drug-5230-69/zovirax-ointment/details,RX,45,NULL
132,2,DB00787,"Zovirax (as sodium) Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-1742-8069/zovirax-as-sodium-solution-reconstituted-recon-soln/details,RX,6,NULL
133,2,DB00787,"Zovirax Cream",https://www.webmd.com/drugs/2/drug-5230-432/zovirax-cream/details,RX,45,NULL
134,2,DB00586,Zorvolex,https://www.webmd.com/drugs/2/drug-165333-6186/zorvolex/details,RX,37,NULL
135,2,DB01104,Zoloft,https://www.webmd.com/drugs/2/drug-35-8095/zoloft/details,RX,2662,NULL
136,2,DB01190,"Cleocin Suppository, Vaginal",https://www.webmd.com/drugs/2/drug-10440-5016/cleocin-suppository/details,RX,18,NULL
137,2,DB01190,"Cleocin Phosphate 150 mg/mL injection solution",https://www.webmd.com/drugs/2/drug-52652-8016/cleocin-phosphate-solution/details,RX,0,NULL
138,2,DB01190,"Cleocin Hcl capsule",https://www.webmd.com/drugs/2/drug-52651-16/cleocin-hcl-capsule/details,RX,0,NULL
139,2,DB01190,"Cleocin PHOSPHATE Vial With Threaded Port",https://www.webmd.com/drugs/2/drug-18724-8016/cleocin-phosphate-vial-with-threaded-port/details,RX,2,NULL
140,2,DB01190,"Cleocin Phosphate Solution",https://www.webmd.com/drugs/2/drug-52653-8016/cleocin-phosphate-solution/details,RX,1,NULL
141,2,DB01190,"Cleocin PALMITATE",https://www.webmd.com/drugs/2/drug-173437-416/cleocin-palmitate/details,RX,0,NULL
142,2,DB01190,"Cleocin T Lotion",https://www.webmd.com/drugs/2/drug-61196-9016/cleocin-t-lotion/details,RX,9,NULL
143,2,DB01190,"Cleocin Cream With Applicator",https://www.webmd.com/drugs/2/drug-10440-7016/cleocin-cream-with-applicator/details,RX,18,NULL
144,2,DB01190,"Cleocin HCL",https://www.webmd.com/drugs/2/drug-12237-16/cleocin-hcl/details,RX,110,NULL
145,2,DB01190,"Cleocin PHOSPHATE Vial",https://www.webmd.com/drugs/2/drug-13508-8016/cleocin-phosphate-vial/details,RX,0,NULL
146,2,DB01190,"Cleocin PHOSPHATE in D5W Solution, Intravenous Piggyback",https://www.webmd.com/drugs/2/drug-7767-8016/cleocin-phosphate-in-d5w-solution-piggyback/details,RX,1,NULL
147,2,DB00363,Clozaril,https://www.webmd.com/drugs/2/drug-5194-7034/clozaril/details,RX,24,NULL
148,2,DB01017,"Cleeravue-M Convenience Kit",https://www.webmd.com/drugs/2/drug-144861/cleeravue-m-convenience-kit/details,RX,1,NULL
149,2,DB01161,"Clorotekal Ampul",https://www.webmd.com/drugs/2/drug-176246/clorotekal-ampul/details,RX,0,NULL
150,2,DB00967,"Clarinex-D 24 HOUR",https://www.webmd.com/drugs/2/drug-92870-884/clarinex-d-24-hour/details,RX,16,NULL
151,2,DB00967,"Clarinex-D 12 HOUR",https://www.webmd.com/drugs/2/drug-95099-884/clarinex-d-12-hour/details,RX,14,NULL
152,2,DB00967,Clarinex,https://www.webmd.com/drugs/2/drug-22326-5324/clarinex/details,RX,34,NULL
153,2,DB01190,"ClindaMax Cream",https://www.webmd.com/drugs/2/drug-92386-7016/clindamax-cream/details,RX,1,NULL
154,2,DB00455,"Clear-Atadine tablet",https://www.webmd.com/drugs/2/drug-92211-204/clear-atadine-tablet/details,OTC,1,NULL
155,2,DB01190,"Clindesse Cream, Extended Release",https://www.webmd.com/drugs/2/drug-92467-830/clindesse-cream-er/details,RX,63,NULL
156,2,DB01190,"Cleocin Suppository, Vaginal",https://www.webmd.com/drugs/2/drug-10440-5016/cleocin-suppository/details,RX,18,NULL
157,2,DB01190,"Cleocin Phosphate 150 mg/mL injection solution",https://www.webmd.com/drugs/2/drug-52652-8016/cleocin-phosphate-solution/details,RX,0,NULL
158,2,DB01190,"Cleocin Hcl capsule",https://www.webmd.com/drugs/2/drug-52651-16/cleocin-hcl-capsule/details,RX,0,NULL
159,2,DB01190,"Cleocin PHOSPHATE Vial With Threaded Port",https://www.webmd.com/drugs/2/drug-18724-8016/cleocin-phosphate-vial-with-threaded-port/details,RX,2,NULL
160,2,DB01190,"Cleocin Phosphate Solution",https://www.webmd.com/drugs/2/drug-52653-8016/cleocin-phosphate-solution/details,RX,1,NULL
161,2,DB01190,"Cleocin PALMITATE",https://www.webmd.com/drugs/2/drug-173437-416/cleocin-palmitate/details,RX,0,NULL
162,2,DB01190,"Cleocin T Lotion",https://www.webmd.com/drugs/2/drug-61196-9016/cleocin-t-lotion/details,RX,9,NULL
163,2,DB01190,"Cleocin Cream With Applicator",https://www.webmd.com/drugs/2/drug-10440-7016/cleocin-cream-with-applicator/details,RX,18,NULL
164,2,DB01190,"Cleocin HCL",https://www.webmd.com/drugs/2/drug-12237-16/cleocin-hcl/details,RX,110,NULL
165,2,DB01190,"Cleocin PHOSPHATE Vial",https://www.webmd.com/drugs/2/drug-13508-8016/cleocin-phosphate-vial/details,RX,0,NULL
166,2,DB01190,"Cleocin PHOSPHATE in D5W Solution, Intravenous Piggyback",https://www.webmd.com/drugs/2/drug-7767-8016/cleocin-phosphate-in-d5w-solution-piggyback/details,RX,1,NULL
167,2,DB01211,"clarithromycin Suspension, Reconstituted",https://www.webmd.com/drugs/2/drug-5030-8223/clarithromycin-suspension-reconstituted/details,RX,226,NULL
168,2,DB01211,"clarithromycin ER",https://www.webmd.com/drugs/2/drug-5030-7308/clarithromycin-er/details,RX,226,NULL
169,2,DB01211,clarithromycin,https://www.webmd.com/drugs/2/drug-5030-7015/clarithromycin/details,RX,226,NULL
170,2,DB01211,"Clarithromycin ER Tablet, Extended Release 24 hr",https://www.webmd.com/drugs/2/drug-144566-7308/clarithromycin-er-tablet-24-hr/details,RX,42,NULL
171,2,DB01190,"Clindagel Gel",https://www.webmd.com/drugs/2/drug-21326-9016/clindagel-gel/details,RX,8,NULL
172,2,DB00455,"Claritin capsule",https://www.webmd.com/drugs/2/drug-155085-204/claritin/details,OTC,1,NULL
173,2,DB00455,"Claritin tablet",https://www.webmd.com/drugs/2/drug-5346-204/claritin/details,OTC,117,NULL
174,2,DB00455,"Claritin-D 12 Hour",https://www.webmd.com/drugs/2/drug-15992-6204/claritin-d-12-hour/details,OTC,31,NULL
175,2,DB00455,"Claritin-D 24 Hour",https://www.webmd.com/drugs/2/drug-15983-3282/claritin-d-24-hour/details,OTC,71,NULL
176,2,DB00455,Claritin,https://www.webmd.com/drugs/2/drug-91-7282/claritin/details,OTC,9,NULL
177,2,DB00838,"Cloderm Cream",https://www.webmd.com/drugs/2/drug-9085-716/cloderm-cream/details,RX,12,NULL
178,2,DB00982,Claravis,https://www.webmd.com/drugs/2/drug-75244-39/claravis/details,RX,112,NULL
179,2,DB00820,Cialis,https://www.webmd.com/drugs/2/drug-77881-8297/cialis/details,RX,428,NULL
180,2,DB00537,"Cipro Solution",https://www.webmd.com/drugs/2/drug-9079-1093/cipro-solution/details,RX,0,NULL
181,2,DB00537,"Cipro Cystitis tablet",https://www.webmd.com/drugs/2/drug-13441-93/cipro-cystitis-tablet/details,RX,1,NULL
182,2,DB00537,"Cipro I.V. Solution",https://www.webmd.com/drugs/2/drug-77504-1093/cipro-i-v-solution/details,RX,2,NULL
183,2,DB00537,"Cipro Suspension, Microcapsule Reconstituted",https://www.webmd.com/drugs/2/drug-1124-4235/cipro-suspension-microcapsule-reconstituted/details,RX,631,NULL
184,2,DB00537,"Cipro I.V. Solution, Intravenous Piggyback",https://www.webmd.com/drugs/2/drug-16206-1093/cipro-i-v-solution-piggyback/details,RX,0,NULL
185,2,DB00537,"Cipro XR",https://www.webmd.com/drugs/2/drug-64649-4317/cipro-xr/details,RX,6,NULL
186,2,DB00537,Cipro,https://www.webmd.com/drugs/2/drug-1124-93/cipro/details,RX,631,NULL
187,2,DB00537,"Cipro HC Suspension, Drops (Final Dose Form)",https://www.webmd.com/drugs/2/drug-8489-5196/cipro-hc-suspension-drops-final-dose-form/details,RX,6,NULL
188,2,DB08904,"Cimzia 400 mg/2 mL (200 mg/mL x 2) subcutaneous syringe kit",https://www.webmd.com/drugs/2/drug-150396-1103/cimzia-syringe-kit/details,RX,159,NULL
189,2,DB08904,"Cimzia Kit",https://www.webmd.com/drugs/2/drug-154650-1103/cimzia-kit/details,RX,5,NULL
190,2,DB08904,"Cimzia Syringe Kit",https://www.webmd.com/drugs/2/drug-154223-1103/cimzia-syringe-kit/details,RX,14,NULL
191,2,DB00537,"Ciloxan Drops",https://www.webmd.com/drugs/2/drug-8423-6093/ciloxan-drops/details,RX,8,NULL
192,2,DB00537,"Ciloxan Ointment",https://www.webmd.com/drugs/2/drug-8423-3235/ciloxan-ointment/details,RX,8,NULL
193,2,DB01188,"Ciclodan Solution, Non-",https://www.webmd.com/drugs/2/drug-155933-3262/ciclodan-solution-non/details,RX,1,NULL
194,2,DB01188,"Ciclodan Kit 8 % topical solution",https://www.webmd.com/drugs/2/drug-155963-3262/ciclodan-solution-non/details,RX,0,NULL
195,2,DB01188,"Ciclodan Combination Package",https://www.webmd.com/drugs/2/drug-155963-433/ciclodan-combination-package/details,RX,0,NULL
196,2,DB01188,"Ciclodan Cream",https://www.webmd.com/drugs/2/drug-155933-433/ciclodan-cream/details,RX,1,NULL
197,2,DB01216,Propecia,https://www.webmd.com/drugs/2/drug-5471-9167/propecia/details,RX,44,NULL
198,2,DB01216,"Propecia tablet",https://www.webmd.com/drugs/2/drug-20577-9167/propecia/details,RX,4,NULL
